classe;survie;nom;sexe;age;tarif
3;0;Gustafsson, Mr. Karl Gideon;1;19;8
3;0;Haas, Miss. Aloisia;2;24;9
3;0;Hagardon, Miss. Kate;2;17;8
3;0;Hagland, Mr. Ingvald Olai Olsen;1;;20
3;0;Hagland, Mr. Konrad Mathias Reiersen;1;;20
3;0;Hakkarainen, Mr. Pekka Pietari;1;28;16
3;1;Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck);2;24;16
3;0;Hampe, Mr. Leon;1;20;10
3;0;Hanna, Mr. Mansour;1;24;7
3;0;Hansen, Mr. Claus Peter;1;41;14
3;0;Hansen, Mr. Henrik Juul;1;26;8
3;0;Hansen, Mr. Henry Damsgaard;1;21;8
3;1;Hansen, Mrs. Claus Peter (Jennie L Howard);2;45;14
3;0;Harknett, Miss. Alice Phoebe;2;;8
3;0;Harmer, Mr. Abraham (David Lishin);1;25;7
3;0;Hart, Mr. Henry;1;;7
3;0;Hassan, Mr. Houssein G N;1;11;19
3;1;"Healy, Miss. Hanora ""Nora""";2;;8
3;1;Hedman, Mr. Oskar Arvid;1;27;7
3;1;Hee, Mr. Ling;1;;56
3;0;"Hegarty, Miss. Hanora ""Nora""";2;18;7
3;1;Heikkinen, Miss. Laina;2;26;8
3;0;Heininen, Miss. Wendla Maria;2;23;8
3;1;Hellstrom, Miss. Hilda Maria;2;22;9
3;0;Hendekovic, Mr. Ignjac;1;28;8
3;0;Henriksson, Miss. Jenny Lovisa;2;28;8
3;0;Henry, Miss. Delia;2;;8
3;1;Hirvonen, Miss. Hildur E;2;2;12
3;1;Hirvonen, Mrs. Alexander (Helga E Lindqvist);2;22;12
3;0;Holm, Mr. John Fredrik Alexander;1;43;6
3;0;Holthen, Mr. Johan Martin;1;28;23
3;1;Honkanen, Miss. Eliina;2;27;8
3;0;Horgan, Mr. John;1;;8
3;1;Howard, Miss. May Elizabeth;2;;8
3;0;Humblen, Mr. Adolf Mathias Nicolai Olsen;1;42;8
3;1;Hyman, Mr. Abraham;1;;8
3;0;Ibrahim Shawah, Mr. Yousseff;1;30;7
3;0;Ilieff, Mr. Ylio;1;;8
3;0;Ilmakangas, Miss. Ida Livija;2;27;8
3;0;Ilmakangas, Miss. Pieta Sofia;2;25;8
3;0;Ivanoff, Mr. Kanio;1;;8
3;1;Jalsevac, Mr. Ivan;1;29;8
3;1;Jansson, Mr. Carl Olof;1;21;8
3;0;Jardin, Mr. Jose Neto;1;;7
3;0;Jensen, Mr. Hans Peder;1;20;8
3;0;Jensen, Mr. Niels Peder;1;48;8
3;0;Jensen, Mr. Svend Lauritz;1;17;7
3;1;Jermyn, Miss. Annie;2;;8
3;1;Johannesen-Bratthammer, Mr. Bernt;1;;8
3;0;Johanson, Mr. Jakob Alfred;1;34;6
3;1;Johansson Palmquist, Mr. Oskar Leander;1;26;8
3;0;Johansson, Mr. Erik;1;22;8
3;0;Johansson, Mr. Gustaf Joel;1;33;9
3;0;Johansson, Mr. Karl Johan;1;31;8
3;0;Johansson, Mr. Nils;1;29;8
3;1;Johnson, Master. Harold Theodor;1;4;11
3;1;Johnson, Miss. Eleanor Ileen;2;1;11
3;0;Johnson, Mr. Alfred;1;49;0
3;0;Johnson, Mr. Malkolm Joackim;1;33;8
3;0;Johnson, Mr. William Cahoone Jr;1;19;0
3;1;Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg);2;27;11
3;0;"Johnston, Master. William Arthur ""Willie""";1;;23
3;0;"Johnston, Miss. Catherine Helen ""Carrie""";2;;23
3;0;Johnston, Mr. Andrew G;1;;23
3;0;"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)";2;;23
3;0;Jonkoff, Mr. Lalio;1;23;8
3;1;Jonsson, Mr. Carl;1;32;8
3;0;Jonsson, Mr. Nils Hilding;1;27;8
3;0;Jussila, Miss. Katriina;2;20;10
3;0;Jussila, Miss. Mari Aina;2;21;10
3;1;Jussila, Mr. Eiriik;1;32;8
3;0;Kallio, Mr. Nikolai Erland;1;17;7
3;0;Kalvik, Mr. Johannes Halvorsen;1;21;8
3;0;Karaic, Mr. Milan;1;30;8
3;1;Karlsson, Mr. Einar Gervasius;1;21;8
3;0;Karlsson, Mr. Julius Konrad Eugen;1;33;8
3;0;Karlsson, Mr. Nils August;1;22;8
3;1;Karun, Miss. Manca;2;4;13
3;1;Karun, Mr. Franz;1;39;13
3;0;Kassem, Mr. Fared;1;;7
3;0;"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")";1;19;7
3;0;"Keane, Mr. Andrew ""Andy""";1;;8
3;0;Keefe, Mr. Arthur;1;;7
3;1;"Kelly, Miss. Anna Katherine ""Annie Kate""";2;;8
3;1;Kelly, Miss. Mary;2;;8
3;0;Kelly, Mr. James;1;35;8
3;0;Kelly, Mr. James;1;44;8
3;1;Kennedy, Mr. John;1;;8
3;0;Khalil, Mr. Betros;1;;14
3;0;"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)";2;;14
3;0;Kiernan, Mr. John;1;;8
3;0;Kiernan, Mr. Philip;1;;8
3;0;Kilgannon, Mr. Thomas J;1;;8
3;0;Kink, Miss. Maria;2;22;9
3;0;Kink, Mr. Vincenz;1;26;9
3;1;Kink-Heilmann, Miss. Luise Gretchen;2;4;22
3;1;Kink-Heilmann, Mr. Anton;1;29;22
3;1;Kink-Heilmann, Mrs. Anton (Luise Heilmann);2;26;22
3;0;Klasen, Miss. Gertrud Emilia;2;1;12
3;0;Klasen, Mr. Klas Albin;1;18;8
3;0;Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist);2;36;12
3;0;Kraeff, Mr. Theodor;1;;8
3;1;Krekorian, Mr. Neshan;1;25;7
3;0;Lahoud, Mr. Sarkis;1;;7
3;0;Laitinen, Miss. Kristina Sofia;2;37;10
3;0;Laleff, Mr. Kristo;1;;8
3;1;Lam, Mr. Ali;1;;56
3;0;Lam, Mr. Len;1;;56
3;1;Landergren, Miss. Aurora Adelia;2;22;7
3;0;Lane, Mr. Patrick;1;;8
3;1;Lang, Mr. Fang;1;26;56
3;0;Larsson, Mr. August Viktor;1;29;9
3;0;Larsson, Mr. Bengt Edvin;1;29;8
3;0;Larsson-Rondberg, Mr. Edvard A;1;22;8
3;1;"Leeni, Mr. Fahim (""Philip Zenni"")";1;22;7
3;0;Lefebre, Master. Henry Forbes;1;;25
3;0;Lefebre, Miss. Ida;2;;25
3;0;Lefebre, Miss. Jeannie;2;;25
3;0;Lefebre, Miss. Mathilde;2;;25
3;0;Lefebre, Mrs. Frank (Frances);2;;25
3;0;Leinonen, Mr. Antti Gustaf;1;32;8
3;0;Lemberopolous, Mr. Peter L;1;35;6
3;0;Lennon, Miss. Mary;2;;16
3;0;Lennon, Mr. Denis;1;;16
3;0;Leonard, Mr. Lionel;1;36;0
3;0;Lester, Mr. James;1;39;24
3;0;Lievens, Mr. Rene Aime;1;24;10
3;0;Lindahl, Miss. Agda Thorilda Viktoria;2;25;8
3;0;Lindblom, Miss. Augusta Charlotta;2;45;8
3;0;Lindell, Mr. Edvard Bengtsson;1;36;16
3;0;Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson);2;30;16
3;1;Lindqvist, Mr. Eino William;1;20;8
3;0;Linehan, Mr. Michael;1;;8
3;0;Ling, Mr. Lee;1;28;56
3;0;Lithman, Mr. Simon;1;;8
3;0;Lobb, Mr. William Arthur;1;30;16
3;0;Lobb, Mrs. William Arthur (Cordelia K Stanlick);2;26;16
3;0;Lockyer, Mr. Edward;1;;8
3;0;"Lovell, Mr. John Hall (""Henry"")";1;21;7
3;1;Lulic, Mr. Nikola;1;27;9
3;0;Lundahl, Mr. Johan Svensson;1;51;7
3;1;Lundin, Miss. Olga Elida;2;23;8
3;1;Lundstrom, Mr. Thure Edvin;1;32;8
3;0;Lyntakoff, Mr. Stanko;1;;8
3;0;MacKay, Mr. George William;1;;8
3;1;"Madigan, Miss. Margaret ""Maggie""";2;;8
3;1;Madsen, Mr. Fridtjof Arne;1;24;7
3;0;Maenpaa, Mr. Matti Alexanteri;1;22;7
3;0;Mahon, Miss. Bridget Delia;2;;8
3;0;Mahon, Mr. John;1;;8
3;0;Maisner, Mr. Simon;1;;8
3;0;Makinen, Mr. Kalle Edvard;1;29;8
3;1;Mamee, Mr. Hanna;1;;7
3;0;Mangan, Miss. Mary;2;31;8
3;1;Mannion, Miss. Margareth;2;;8
3;0;Mardirosian, Mr. Sarkis;1;;7
3;0;Markoff, Mr. Marin;1;35;8
3;0;Markun, Mr. Johann;1;33;8
3;1;Masselmani, Mrs. Fatima;2;;7
3;0;Matinoff, Mr. Nicola;1;;8
3;1;"McCarthy, Miss. Catherine ""Katie""";2;;8
3;1;McCormack, Mr. Thomas Joseph;1;;8
3;1;McCoy, Miss. Agnes;2;;23
3;1;McCoy, Miss. Alicia;2;;23
3;1;McCoy, Mr. Bernard;1;;23
3;1;McDermott, Miss. Brigdet Delia;2;;8
3;0;McEvoy, Mr. Michael;1;;16
3;1;McGovern, Miss. Mary;2;;8
3;1;"McGowan, Miss. Anna ""Annie""";2;15;8
3;0;McGowan, Miss. Katherine;2;35;8
3;0;McMahon, Mr. Martin;1;;8
3;0;McNamee, Mr. Neal;1;24;16
3;0;McNamee, Mrs. Neal (Eileen O'Leary);2;19;16
3;0;McNeill, Miss. Bridget;2;;8
3;0;Meanwell, Miss. (Marion Ogden);2;;8
3;0;Meek, Mrs. Thomas (Annie Louise Rowley);2;;8
3;0;Meo, Mr. Alfonzo;1;56;8
3;0;Mernagh, Mr. Robert;1;;8
3;1;Midtsjo, Mr. Karl Albert;1;21;8
3;0;Miles, Mr. Frank;1;;8
3;0;Mineff, Mr. Ivan;1;24;8
3;0;Minkoff, Mr. Lazar;1;21;8
3;0;Mionoff, Mr. Stoytcho;1;28;8
3;0;Mitkoff, Mr. Mito;1;;8
3;1;"Mockler, Miss. Helen Mary ""Ellie""";2;;8
3;0;Moen, Mr. Sigurd Hansen;1;25;8
3;1;Moor, Master. Meier;1;6;12
3;1;Moor, Mrs. (Beila);2;27;12
3;0;Moore, Mr. Leonard Charles;1;;8
3;1;Moran, Miss. Bertha;2;;24
3;0;Moran, Mr. Daniel J;1;;24
3;0;Moran, Mr. James;1;;8
3;0;Morley, Mr. William;1;34;8
3;0;Morrow, Mr. Thomas Rowan;1;;8
3;1;Moss, Mr. Albert Johan;1;;8
3;1;Moubarek, Master. Gerios;1;;15
3;1;"Moubarek, Master. Halim Gonios (""William George"")";1;;15
3;1;"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)";2;;15
3;1;Moussa, Mrs. (Mantoura Boulos);2;;7
3;0;Moutal, Mr. Rahamin Haim;1;;8
3;1;"Mullens, Miss. Katherine ""Katie""";2;;8
3;1;Mulvihill, Miss. Bertha E;2;24;8
3;0;Murdlin, Mr. Joseph;1;;8
3;1;"Murphy, Miss. Katherine ""Kate""";2;;16
3;1;Murphy, Miss. Margaret Jane;2;;16
3;1;Murphy, Miss. Nora;2;;16
3;0;Myhrman, Mr. Pehr Fabian Oliver Malkolm;1;18;8
3;0;Naidenoff, Mr. Penko;1;22;8
3;1;"Najib, Miss. Adele Kiamie ""Jane""";2;15;7
3;1;"Nakid, Miss. Maria (""Mary"")";2;1;16
3;1;Nakid, Mr. Sahid;1;20;16
3;1;"Nakid, Mrs. Said (Waika ""Mary"" Mowad)";2;19;16
3;0;Nancarrow, Mr. William Henry;1;33;8
3;0;Nankoff, Mr. Minko;1;;8
3;0;Nasr, Mr. Mustafa;1;;7
3;0;Naughton, Miss. Hannah;2;;8
3;0;Nenkoff, Mr. Christo;1;;8
3;1;Nicola-Yarred, Master. Elias;1;12;11
3;1;Nicola-Yarred, Miss. Jamila;2;14;11
3;0;Nieminen, Miss. Manta Josefina;2;29;8
3;0;Niklasson, Mr. Samuel;1;28;8
3;1;Nilsson, Miss. Berta Olivia;2;18;8
3;1;Nilsson, Miss. Helmina Josefina;2;26;8
3;0;Nilsson, Mr. August Ferdinand;1;21;8
3;0;Nirva, Mr. Iisakki Antino Aijo;1;41;7
3;1;Niskanen, Mr. Juha;1;39;8
3;0;Nosworthy, Mr. Richard Cater;1;21;8
3;0;Novel, Mr. Mansouer;1;29;7
3;1;Nysten, Miss. Anna Sofia;2;22;8
3;0;Nysveen, Mr. Johan Hansen;1;61;6
3;0;O'Brien, Mr. Thomas;1;;16
3;0;O'Brien, Mr. Timothy;1;;8
3;1;"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)";2;;16
3;0;O'Connell, Mr. Patrick D;1;;8
3;0;O'Connor, Mr. Maurice;1;;8
3;0;O'Connor, Mr. Patrick;1;;8
3;0;Odahl, Mr. Nils Martin;1;23;9
3;0;O'Donoghue, Ms. Bridget;2;;8
3;1;O'Driscoll, Miss. Bridget;2;;8
3;1;"O'Dwyer, Miss. Ellen ""Nellie""";2;;8
3;1;Ohman, Miss. Velin;2;22;8
3;1;O'Keefe, Mr. Patrick;1;;8
3;1;"O'Leary, Miss. Hanora ""Norah""";2;;8
3;1;Olsen, Master. Artur Karl;1;9;3
3;0;Olsen, Mr. Henry Margido;1;28;23
3;0;Olsen, Mr. Karl Siegwart Andreas;1;42;8
3;0;Olsen, Mr. Ole Martin;1;;7
3;0;Olsson, Miss. Elina;2;31;8
3;0;Olsson, Mr. Nils Johan Goransson;1;28;8
3;1;Olsson, Mr. Oscar Wilhelm;1;32;8
3;0;Olsvigen, Mr. Thor Anderson;1;20;9
3;0;Oreskovic, Miss. Jelka;2;23;9
3;0;Oreskovic, Miss. Marija;2;20;9
3;0;Oreskovic, Mr. Luka;1;20;9
3;0;Osen, Mr. Olaf Elon;1;16;9
3;1;Osman, Mrs. Mara;2;31;9
3;0;O'Sullivan, Miss. Bridget Mary;2;;8
3;0;Palsson, Master. Gosta Leonard;1;2;21
3;0;Palsson, Master. Paul Folke;1;6;21
3;0;Palsson, Miss. Stina Viola;2;3;21
3;0;Palsson, Miss. Torborg Danira;2;8;21
3;0;Palsson, Mrs. Nils (Alma Cornelia Berglund);2;29;21
3;0;Panula, Master. Eino Viljami;1;1;40
3;0;Panula, Master. Juha Niilo;1;7;40
3;0;Panula, Master. Urho Abraham;1;2;40
3;0;Panula, Mr. Ernesti Arvid;1;16;40
3;0;Panula, Mr. Jaako Arnold;1;14;40
3;0;Panula, Mrs. Juha (Maria Emilia Ojala);2;41;40
3;0;Pasic, Mr. Jakob;1;21;9
3;0;Patchett, Mr. George;1;19;15
3;0;Paulner, Mr. Uscher;1;;9
3;0;Pavlovic, Mr. Stefo;1;32;8
3;0;Peacock, Master. Alfred Edward;1;1;14
3;0;Peacock, Miss. Treasteall;2;3;14
3;0;Peacock, Mrs. Benjamin (Edith Nile);2;26;14
3;0;Pearce, Mr. Ernest;1;;7
3;0;Pedersen, Mr. Olaf;1;;8
3;0;Peduzzi, Mr. Joseph;1;;8
3;0;Pekoniemi, Mr. Edvard;1;21;8
3;0;Peltomaki, Mr. Nikolai Johannes;1;25;8
3;0;Perkin, Mr. John Henry;1;22;7
3;1;Persson, Mr. Ernst Ulrik;1;25;8
3;1;Peter, Master. Michael J;1;;22
3;1;Peter, Miss. Anna;2;;22
3;1;Peter, Mrs. Catherine (Catherine Rizk);2;;22
3;0;Peters, Miss. Katie;2;;8
3;0;Petersen, Mr. Marius;1;24;8
3;0;Petranec, Miss. Matilda;2;28;8
3;0;Petroff, Mr. Nedelio;1;19;8
3;0;"Petroff, Mr. Pastcho (""Pentcho"")";1;;8
3;0;Petterson, Mr. Johan Emil;1;25;8
3;0;Pettersson, Miss. Ellen Natalia;2;18;8
3;1;Pickard, Mr. Berk (Berk Trembisky);1;32;8
3;0;Plotcharsky, Mr. Vasil;1;;8
3;0;Pokrnic, Mr. Mate;1;17;9
3;0;Pokrnic, Mr. Tome;1;24;9
3;0;Radeff, Mr. Alexander;1;;8
3;0;Rasmussen, Mrs. (Lena Jacobsen Solvang);2;;8
3;0;Razi, Mr. Raihed;1;;7
3;0;Reed, Mr. James George;1;;7
3;0;Rekic, Mr. Tido;1;38;8
3;0;Reynolds, Mr. Harold J;1;21;8
3;0;Rice, Master. Albert;1;10;29
3;0;Rice, Master. Arthur;1;4;29
3;0;Rice, Master. Eric;1;7;29
3;0;Rice, Master. Eugene;1;2;29
3;0;Rice, Master. George Hugh;1;8;29
3;0;Rice, Mrs. William (Margaret Norton);2;39;29
3;0;"Riihivouri, Miss. Susanna Juhantytar ""Sanni""";2;22;40
3;0;Rintamaki, Mr. Matti;1;35;7
3;1;"Riordan, Miss. Johanna ""Hannah""";2;;8
3;0;Risien, Mr. Samuel Beard;1;;15
3;0;Risien, Mrs. Samuel (Emma);2;;15
3;0;Robins, Mr. Alexander A;1;50;15
3;0;Robins, Mrs. Alexander A (Grace Charity Laury);2;47;15
3;0;Rogers, Mr. William John;1;;8
3;0;Rommetvedt, Mr. Knud Paust;1;;8
3;0;Rosblom, Miss. Salli Helena;2;2;20
3;0;Rosblom, Mr. Viktor Richard;1;18;20
3;0;Rosblom, Mrs. Viktor (Helena Wilhelmina);2;41;20
3;1;Roth, Miss. Sarah A;2;;8
3;0;Rouse, Mr. Richard Henry;1;50;8
3;0;Rush, Mr. Alfred George John;1;16;8
3;1;Ryan, Mr. Edward;1;;8
3;0;Ryan, Mr. Patrick;1;;24
3;0;Saad, Mr. Amin;1;;7
3;0;Saad, Mr. Khalil;1;25;7
3;0;Saade, Mr. Jean Nassr;1;;7
3;0;Sadlier, Mr. Matthew;1;;8
3;0;Sadowitz, Mr. Harry;1;;8
3;0;Saether, Mr. Simon Sivertsen;1;39;7
3;0;Sage, Master. Thomas Henry;1;;70
3;0;Sage, Master. William Henry;1;15;70
3;0;Sage, Miss. Ada;2;;70
3;0;Sage, Miss. Constance Gladys;2;;70
3;0;"Sage, Miss. Dorothy Edith ""Dolly""";2;;70
3;0;Sage, Miss. Stella Anna;2;;70
3;0;Sage, Mr. Douglas Bullen;1;;70
3;0;Sage, Mr. Frederick;1;;70
3;0;Sage, Mr. George John Jr;1;;70
3;0;Sage, Mr. John George;1;;70
3;0;Sage, Mrs. John (Annie Bullen);2;;70
3;0;Salander, Mr. Karl Johan;1;24;9
3;1;Salkjelsvik, Miss. Anna Kristine;2;21;8
3;0;Salonen, Mr. Johan Werner;1;39;8
3;0;Samaan, Mr. Elias;1;;22
3;0;Samaan, Mr. Hanna;1;;22
3;0;Samaan, Mr. Youssef;1;;22
3;1;Sandstrom, Miss. Beatrice Irene;2;1;17
3;1;Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson);2;24;17
3;1;Sandstrom, Miss. Marguerite Rut;2;4;17
3;1;Sap, Mr. Julius;1;25;10
3;0;Saundercock, Mr. William Henry;1;20;8
3;0;Sawyer, Mr. Frederick Charles;1;25;8
3;0;Scanlan, Mr. James;1;;8
3;0;Sdycoff, Mr. Todor;1;;8
3;0;Shaughnessy, Mr. Patrick;1;;8
3;1;Sheerlinck, Mr. Jan Baptist;1;29;10
3;0;Shellard, Mr. Frederick William;1;;15
3;1;Shine, Miss. Ellen Natalia;2;;8
3;0;Shorney, Mr. Charles Joseph;1;;8
3;0;Simmons, Mr. John;1;;8
3;0;Sirayanian, Mr. Orsen;1;22;7
3;0;Sirota, Mr. Maurice;1;;8
3;0;Sivic, Mr. Husein;1;40;8
3;0;Sivola, Mr. Antti Wilhelm;1;21;8
3;1;Sjoblom, Miss. Anna Sofia;2;18;7
3;0;Skoog, Master. Harald;1;4;28
3;0;Skoog, Master. Karl Thorsten;1;10;28
3;0;Skoog, Miss. Mabel;2;9;28
3;0;Skoog, Miss. Margit Elizabeth;2;2;28
3;0;Skoog, Mr. Wilhelm;1;40;28
3;0;Skoog, Mrs. William (Anna Bernhardina Karlsson);2;45;28
3;0;Slabenoff, Mr. Petco;1;;8
3;0;Slocovski, Mr. Selman Francis;1;;8
3;0;Smiljanic, Mr. Mile;1;;9
3;0;Smith, Mr. Thomas;1;;8
3;1;Smyth, Miss. Julia;2;;8
3;0;Soholt, Mr. Peter Andreas Lauritz Andersen;1;19;8
3;0;Somerton, Mr. Francis William;1;30;8
3;0;Spector, Mr. Woolf;1;;8
3;0;Spinner, Mr. Henry John;1;32;8
3;0;Staneff, Mr. Ivan;1;;8
3;0;Stankovic, Mr. Ivan;1;33;9
3;1;Stanley, Miss. Amy Zillah Elsie;2;23;8
3;0;Stanley, Mr. Edward Roland;1;21;8
3;0;Storey, Mr. Thomas;1;61;
3;0;Stoytcheff, Mr. Ilia;1;19;8
3;0;Strandberg, Miss. Ida Sofia;2;22;10
3;1;Stranden, Mr. Juho;1;31;8
3;0;Strilic, Mr. Ivan;1;27;9
3;0;Strom, Miss. Telma Matilda;2;2;10
3;0;Strom, Mrs. Wilhelm (Elna Matilda Persson);2;29;10
3;1;Sunderland, Mr. Victor Francis;1;16;8
3;1;Sundman, Mr. Johan Julian;1;44;8
3;0;Sutehall, Mr. Henry Jr;1;25;7
3;0;Svensson, Mr. Johan;1;74;8
3;1;Svensson, Mr. Johan Cervin;1;14;9
3;0;Svensson, Mr. Olof;1;24;8
3;1;Tenglin, Mr. Gunnar Isidor;1;25;8
3;0;Theobald, Mr. Thomas Leonard;1;34;8
3;1;Thomas, Master. Assad Alexander;1;0;9
3;0;Thomas, Mr. Charles P;1;;6
3;0;Thomas, Mr. John;1;;6
3;0;Thomas, Mr. Tannous;1;;7
3;1;"Thomas, Mrs. Alexander (Thamine ""Thelma"")";2;16;9
3;0;Thomson, Mr. Alexander Morrison;1;;8
3;0;Thorneycroft, Mr. Percival;1;;16
3;1;Thorneycroft, Mrs. Percival (Florence Kate White);2;;16
3;0;Tikkanen, Mr. Juho;1;32;8
3;0;Tobin, Mr. Roger;1;;8
3;0;Todoroff, Mr. Lalio;1;;8
3;0;Tomlin, Mr. Ernest Portage;1;31;8
3;0;Torber, Mr. Ernst William;1;44;8
3;0;Torfa, Mr. Assad;1;;7
3;1;Tornquist, Mr. William Henry;1;25;0
3;0;Toufik, Mr. Nakli;1;;7
3;1;Touma, Master. Georges Youssef;1;7;15
3;1;Touma, Miss. Maria Youssef;2;9;15
3;1;Touma, Mrs. Darwis (Hanne Youssef Razi);2;29;15
3;0;Turcin, Mr. Stjepan;1;36;8
3;1;Turja, Miss. Anna Sofia;2;18;10
3;1;Turkula, Mrs. (Hedwig);2;63;10
3;0;van Billiard, Master. James William;1;;15
3;0;van Billiard, Master. Walter John;1;12;15
3;0;van Billiard, Mr. Austin Blyler;1;41;15
3;0;Van Impe, Miss. Catharina;2;10;24
3;0;Van Impe, Mr. Jean Baptiste;1;36;24
3;0;Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert);2;30;24
3;0;van Melkebeke, Mr. Philemon;1;;10
3;0;Vande Velde, Mr. Johannes Joseph;1;33;10
3;0;Vande Walle, Mr. Nestor Cyriel;1;28;10
3;0;Vanden Steen, Mr. Leo Peter;1;28;10
3;0;Vander Cruyssen, Mr. Victor;1;47;9
3;0;Vander Planke, Miss. Augusta Maria;2;18;18
3;0;Vander Planke, Mr. Julius;1;31;18
3;0;Vander Planke, Mr. Leo Edmondus;1;16;18
3;0;Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele);2;31;18
3;1;Vartanian, Mr. David;1;22;7
3;0;Vendel, Mr. Olof Edvin;1;20;8
3;0;Vestrom, Miss. Hulda Amanda Adolfina;2;14;8
3;0;Vovk, Mr. Janko;1;22;8
3;0;Waelens, Mr. Achille;1;22;9
3;0;Ware, Mr. Frederick;1;;8
3;0;Warren, Mr. Charles William;1;;8
3;0;Webber, Mr. James;1;;8
3;0;Wenzel, Mr. Linhart;1;33;10
3;1;Whabee, Mrs. George Joseph (Shawneene Abi-Saab);2;38;7
3;0;Widegren, Mr. Carl/Charles Peter;1;51;8
3;0;Wiklund, Mr. Jakob Alfred;1;18;6
3;0;Wiklund, Mr. Karl Johan;1;21;6
3;1;Wilkes, Mrs. James (Ellen Needs);2;47;7
3;0;"Willer, Mr. Aaron (""Abi Weller"")";1;;9
3;0;Willey, Mr. Edward;1;;8
3;0;"Williams, Mr. Howard Hugh ""Harry""";1;;8
3;0;Williams, Mr. Leslie;1;29;16
3;0;Windelov, Mr. Einar;1;21;7
3;0;Wirz, Mr. Albert;1;27;9
3;0;Wiseman, Mr. Phillippe;1;;7
3;0;Wittevrongel, Mr. Camille;1;36;10
3;0;Yasbeck, Mr. Antoni;1;27;14
3;1;Yasbeck, Mrs. Antoni (Selini Alexander);2;15;14
3;0;Youseff, Mr. Gerious;1;46;7
3;0;Yousif, Mr. Wazli;1;;7
3;0;Yousseff, Mr. Gerious;1;;14
3;0;Zabour, Miss. Hileni;2;15;14
3;0;Zabour, Miss. Thamine;2;;14
3;0;Zakarian, Mr. Mapriededer;1;27;7
3;0;Zakarian, Mr. Ortin;1;27;7
3;0;Zimmerman, Mr. Leo;1;29;8
